OBJECTID,Name,Longitude,Latitude,LocationDescription,RegionID,RegionName
2,Ikh Gun Nuur,108.301533333333,47.633566666666702,Mongolia,,
3,Guremiin Nuur,112.17031666666701,47.820133333333303,Mongolia,,
4,Small Pool near Khar Chuluut Uul,112.368233333333,47.836300000000001,Mongolia,,
5,Ereenii Burd Nuur,113.25036666666701,48.069400000000002,Mongolia,,
6,Khotongiin Nuur,113.757933333333,48.110199999999999,Mongolia,,
7,Shaazan Nuur,114.161,48.0381,Mongolia,,
8,Chuhiin Nuur,114.6755,49.532416666666698,Mongolia,,
9,Khaichiin Tsagaan Nuur,114.657833333333,49.6758666666667,Mongolia,,
10,Khorin Tsagaan Nuur,114.62111666666701,49.667766666666701,Mongolia,,
11,Delger Nuur,114.595383333333,49.713700000000003,Mongolia,,
12,Suujiin Tsagaan Nuur,114.961816666667,49.759549999999997,Mongolia,,
13,Bus Nuur,115.157783333333,49.731383333333298,Mongolia,,
14,Turgenii Ikh Nuur,113.260433333333,49.395733333333297,Mongolia,,
15,Binder Tsagaan Nuur,110.621233333333,48.592233333333297,Mongolia,,
16,Ovagolu (Likely Destroyed),29.420000076293945,36.319999694824219,Turkey,,
17,Goksu Delta (Silifke),33.950000762939453,36.299999237060547,Turkey,,
18,Amik Golu,36.25,36.319999694824219,Turkey,,
19,Avlan Golu,29.979999542236328,36.599998474121094,Turkey,,
20,Akyatan Golu,35.319999694824219,36.580001831054687,Turkey,,
21,Akyayan Golu,35.650001525878906,36.580001831054687,Turkey,,
22,Kokarot,35.529998779296875,36.580001831054687,Turkey,,
23,Karagol (Destroyed),29.879999160766602,36.680000305175781,Turkey,,
24,Aynas Swamp (Drained),34.869998931884766,36.669998168945313,Turkey,,
25,Tarsus Marsh (Drained),34.970001220703125,36.669998168945313,Turkey,,
26,Tuzla Golu (Ceyhan Delta),35.080001831054688,36.669998168945313,Turkey,,
27,Cukurova Delta Flooded Fields,35.080001831054688,36.669998168945313,Turkey,,
28,Yemisli Golu(10Km N.Of Karatas,35.430000305175781,36.680000305175781,Turkey,,
29,Yumurtalik Lagoons(Yapi+Omerg),35.650001525878906,36.680000305175781,Turkey,,
30,Koycegiz Golu,28.629999160766602,36.849998474121094,Turkey,,
31,Seyhan Baraji,35.319999694824219,36.979999542236328,Turkey,,
32,Firat At Kargamis,38,36.849998474121094,Turkey,,
33,Golhisar Golu,29.670000076293945,37.150001525878906,Turkey,,
34,Sogut Golu,29.879999160766602,37,Turkey,,
35,Pooleflood Near Ceyhan,35.880001068115234,37,Turkey,,
36,Emen Golu,36.669998168945313,37.150001525878906,Turkey,,
37,Firat At Birecik,38,37.029998779296875,Turkey,,
38,Gulluk Golu,27.620000839233398,37.25,Turkey,,
39,Karaman,33.279998779296875,37.270000457763672,Turkey,,
40,Karatas (Kokarot) Golu,30.020000457763672,37.400001525878906,Turkey,,
41,Sakarya: Lake Ne  Of Ahiler,31.469999313354492,37.330001831054688,Turkey,,
42,Sugla Golu (Likely Drained),32.029998779296875,37.349998474121094,Turkey,,
43,Suleymanhali Golu,33.069999694824219,37.419998168945313,Turkey,,
44,Ivriz Baraji Near Eregli,34.069999694824219,37.369998931884766,Turkey,,
45,Garsurgole,36.779998779296875,37.330001831054688,Turkey,,
46,Celik Golu,36.779998779296875,37.330001831054688,Turkey,,
47,Menderes Delta,27.280000686645508,37.529998779296875,Turkey,,
48,Bafa Golu,27.399999618530273,37.529998779296875,Turkey,,
49,Tuzla Milas,28.200000762939453,37.5,Turkey,,
50,Salda Golu,29.680000305175781,37.5,Turkey,,
51,Yesilova Marsh,29.899999618530273,37.5,Turkey,,
52,Yarisli Golu,30.020000457763672,37.580001831054688,Turkey,,
53,Karaveli Golu,30.430000305175781,37.580001831054688,Turkey,,
54,Kovada Golu,30.879999160766602,37.630001068115234,Turkey,,
55,Bataklik / Hotamis (Much Drained,33.169998168945313,37.619998931884766,Turkey,,
56,Eregli (Ak-Gol),33.970001220703125,37.520000457763672,Turkey,,
57,Yuksekova,44.25,37.549999237060547,Turkey,,
58,Corak Golu: Bayinder,29.799999237060547,37.680000305175781,Turkey,,
59,Beylemi Golu ;Calti [Drained],29.680000305175781,37.770000457763672,Turkey,,
60,Burdur Golu,30.200000762939453,37.680000305175781,Turkey,,
61,Beysehir Golu,31.569999694824219,37.700000762939453,Turkey,,
62,Konya Ovazi(Sakyatan)(Drained),32.830001831054687,37.799999237060547,Turkey,,
63,Karapinar Ovasi,33.630001068115234,37.779998779296875,Turkey,,
64,Krater Golu,33.75,37.700000762939453,Turkey,,
65,Aksaray (Dam Near),37.5,37.669998168945313,Turkey,,
66,Acigol (Karabucak),29.799999237060547,37.849998474121094,Turkey,,
67,Egridir Golu,30.879999160766602,37.950000762939453,Turkey,,
68,Akyay Golu,32.720001220703125,37.880001068115234,Turkey,,
69,Azap Lake,27.450000762939453,38.099998474121094,Turkey,,
70,Gokceli (Drained),30.200000762939453,38.029998779296875,Turkey,,
71,Guvenc Golu (Likely Drained),32.720001220703125,38.069999694824219,Turkey,,
72,Isikli Golu [Civril Golu],29.930000305175781,38.200000762939453,Turkey,,
73,Alparslan (Drained),30.420000076293945,38.220001220703125,Turkey,,
74,Hoyran Golu(+Egridir Since '86,30.770000457763672,38.220001220703125,Turkey,,
75,Esmekaya Golu,33.450000762939453,38.279998779296875,Turkey,,
76,Kurbaga Golu,35.229999542236328,38.299999237060547,Turkey,,
77,Sultansazligi(Yay+Col+Kurbaga),35.229999542236328,38.299999237060547,Turkey,,
78,Karamik Golu,30.75,38.400001525878906,Turkey,,
79,Aksehir Golu,31.450000762939453,38.479999542236328,Turkey,,
80,Cavuscu Golu,31.899999618530273,38.400001525878906,Turkey,,
81,Tuz Golu (S.& E. Shore),33.520000457763672,38.419998168945313,Turkey,,
82,Horkum Golu,42.930000305175781,38.330001831054687,Turkey,,
83,Edremit Sazligi,43.299999237060547,38.400001525878906,Turkey,,
84,Van Sazligi,43.319999694824219,38.479999542236328,Turkey,,
85,Camalti Salt Pans; Gediz Delta,26.950000762939453,38.599998474121094,Turkey,,
86,Marmara Golu,28.100000381469727,38.580001831054687,Turkey,,
87,Demir Kopru Baraji,28.420000076293945,38.580001831054687,Turkey,,
88,Bugur Or Bulak Golu (Bolluk),32.950000762939453,38.520000457763672,Turkey,,
89,Tersakan Golu (Cihanbejli),33.049999237060547,38.599998474121094,Turkey,,
90,Karakaya Dam Lake,38.330001831054687,38.5,Turkey,,
91,Ercek Golu,43.549999237060547,38.650001525878906,Turkey,,
92,Eber Golu,31.219999313354492,38.669998168945313,Turkey,,
93,Tuz Golu West (Tersakan+Bulok),33.400001525878906,38.680000305175781,Turkey,,
94,Sodali Gol (Arin Golu),42.979999542236328,38.819999694824219,Turkey,,
95,Celebibag Sazligi,43.330001831054688,38.970001220703125,Turkey,,
96,Bendimahi Deltasi,43.650001525878906,38.930000305175781,Turkey,,
97,Kozanli Saz,32.970001220703125,39.099998474121094,Turkey,,
98,Kulu Or Duden Golu,33.169998168945313,39.029998779296875,Turkey,,
99,Hirfanli Baraji,33.869998931884766,39.029998779296875,Turkey,,
100,Tuzla Golu  (Kayseri Palas.),35.830001831054688,39.020000457763672,Turkey,,
101,Caldiran Sazligi,43.930000305175781,39.150001525878906,Turkey,,
102,Altinova,26.829999923706055,39.220001220703125,Turkey,,
103,Sivrihisar,31.319999694824219,39.279998779296875,Turkey,,
104,Uyuz Lake,32.580001831054687,39.299999237060547,Turkey,,
105,Golbek; Bumsey; Kusucol,32.830001831054687,39.299999237060547,Turkey,,
106,Seyfe Golu,34.450000762939453,39.200000762939453,Turkey,,
107,Upper Murat Vadisi Near Yoncali,42.319999694824219,39.169998168945313,Turkey,,
108,Lake M. Hacifakli,32.020000457763672,39.569999694824219,Turkey,,
109,Akosen,31.829999923706055,39.669998168945313,Turkey,,
110,Mogan Golu,32.819999694824219,39.75,Turkey,,
111,Agri Ovasi,43,39.75,Turkey,,
112,Balik Golu,43.549999237060547,39.779998779296875,Turkey,,
113,Saz Golu (Dogubayazit Sazligi),44.049999237060547,39.75,Turkey,,
114,Sarioba,32.119998931884766,39.830001831054688,Turkey,,
115,Eymir (Small Lake In Ankara),32.830001831054687,39.919998168945312,Turkey,,
116,Baliseyh,33.770000457763672,39.830001831054688,Turkey,,
117,Todurge Golu (Demiryurt Golu),37.599998474121094,39.880001068115234,Turkey,,
118,Dardanelles Near Eceabat&Lapseki,26.350000381469727,40.130001068115234,Turkey,,
119,Uluabat Golu (Apolyont  Golu),28.579999923706055,40.150001525878906,Turkey,,
120,Saryar Reservoir,31.5,40.069999694824219,Turkey,,
121,Kust Bogaji,32.119998931884766,40.049999237060547,Turkey,,
122,Aydin Maisk,32.470001220703125,40.049999237060547,Turkey,,
123,Alibeyli,34.229999542236328,40.049999237060547,Turkey,,
124,Kocabas Delta,27.299999237060547,40.299999237060547,Turkey,,
125,Gonen Delta,27.649999618530273,40.319999694824219,Turkey,,
126,Manyas Golu,28,40.229999542236328,Turkey,,
127,Ericek Golu,29.299999237060547,40.25,Turkey,,
128,Cardak Lagoons,26.700000762939453,40.400001525878906,Turkey,,
129,Arapciftligi Golu,28.469999313354492,40.419998168945313,Turkey,,
130,Koca Delta (W Part)(= Kocacay),28.479999542236328,40.369998931884766,Turkey,,
131,Tujla; Gemli Khorfesi,29.180000305175781,40.419998168945313,Turkey,,
132,Erikli Golu (Kesan),26.469999313354492,40.580001831054687,Turkey,,
133,Kavak Delta(=Saros Korfezi E.),26.819999694824219,40.569999694824219,Turkey,,
134,Iznik Golu,29.649999618530273,40.520000457763672,Turkey,,
135,Enez Lagoon And Gala Golu,26.120000839233398,40.669998168945313,Turkey,,
136,Meric Delta,26.229999542236328,40.770000457763672,Turkey,,
137,Tuzla-Kamilbey Golu,29.270000457763672,40.799999237060547,Turkey,,
138,Izmit Korfezi,29.899999618530273,40.779998779296875,Turkey,,
139,Sapanca Golu,30.219999313354492,40.779998779296875,Turkey,,
140,Yenicaga Golu,32,40.770000457763672,Turkey,,
141,Alicik,35.430000305175781,40.779998779296875,Turkey,,
142,Yedi Kugular Baraji(Near Amasya) (Yedikir Damlake),35.830001831054688,40.669998168945313,Turkey,,
143,Tekirdag-Basulan,27.530000686645508,40.930000305175781,Turkey,,
144,Buyuk Cekmece,28.600000381469727,41.029998779296875,Turkey,,
145,Tuzla Istanbul (Lagoon Of Marmara Sea),28.649999618530273,41.029998779296875,Turkey,,
146,Kucuk Cekmece,28.719999313354492,41.029998779296875,Turkey,,
147,Kamus G�l�-Sile Blacksea19,29.850000381469727,41.133335113525391,Turkey,,
148,Akgol (Sakarya),30.579999923706055,41.049999237060547,Turkey,,
149,Karasu-Denizk�y Blacksea18,30.5,41.133335113525391,Turkey,,
150,Sakarya Delta,30.680000305175781,41.130001068115234,Turkey,,
151,Eregli-Karasu Blacksea17,31.149999618530273,41.083332061767578,Turkey,,
152,Unye Harbour,37.279998779296875,41.130001068115234,Turkey,,
153,Giresun-�nye Blacksea4,37.816665649414063,41,Turkey,,
154,Besikd�z�-Giresun Blacksea3,39,41.033332824707031,Turkey,,
155,Rize-Besikd�z� Blacksea2,39.933334350585938,41,Turkey,,
156,Terkos Golu,28.620000839233398,41.299999237060547,Turkey,,
157,Rumelifeneri-Yenik�y Blacksea21,28.933332443237305,41.266666412353516,Turkey,,
158,Sile-Anadolufeneri Blacksea20,29.399999618530273,41.216667175292969,Turkey,,
159,Samsun Harbour,36.319999694824219,41.319999694824219,Turkey,,
160,Yesilirmak Delta West-Blacksea7,36.283332824707031,41.25,Turkey,,
161,Karaburun-Yalik�y Blacksea22,28.433332443237305,41.433334350585938,Turkey,,
162,Yenice Rivermouth-Eregli Blacksea16,31.75,41.466667175292969,Turkey,,
163,Samsun-Kizilirmak Delta East Blacks,36.183334350585938,41.400001525878906,Turkey,,
164,Yesilirmak Delta,36.669998168945313,41.400001525878906,Turkey,,
165,Kiyik�y Blacksea24,28.100000381469727,41.616664886474609,Turkey,,
166,Blacksea23,28.216667175292969,41.533332824707031,Turkey,,
167,Derbent Dam,35.830001831054688,41.5,Turkey,,
168,Blacksea6,36.716667175292969,41.616664886474609,Turkey,,
169,Blacksea25,28.033332824707031,41.733333587646484,Turkey,,
170,Cide-Bartin Rivermouth Blacksea15,32.466667175292969,41.816665649414062,Turkey,,
171,Ala�am-Sinop Blacksea10,35.25,41.75,Turkey,,
172,Kizilirmak Delta West-Ala�am Blacks,35.783332824707031,41.816665649414062,Turkey,,
173,Kizilirmak (Karabogaz+Balik),35.930000305175781,41.770000457763672,Turkey,,
174,Kizilirmak East (Balik),35.950000762939453,41.770000457763672,Turkey,,
175,Kizilirmak West (Karabogaz),35.919998168945313,41.770000457763672,Turkey,,
176,�nye-Yesilirmak Delta East Blacksea,37,41.733333587646484,Turkey,,
177,Igneada Saka Longozu,27.969999313354492,41.869998931884766,Turkey,,
178,Longoz Ormani,28,41.919998168945313,Turkey,,
179,Igneada-Begendik Blacksea26,28.033332824707031,41.916667938232422,Turkey,,
180,T�rkeli-Cide Blacksea14,33.75,41.966667175292969,Turkey,,
181,Blacksea13,34.466667175292969,41.966667175292969,Turkey,,
182,Sinop-T�rkeli Blacksea12,34.816665649414063,41.950000762939453,Turkey,,
183,Sarikum Golu,34.849998474121094,42.020000457763672,Turkey,,
184,Blacksea11,35,42.099998474121094,Turkey,,
185,Sarp-Rize Blacksea1,42.966667175292969,42.083332061767578,Turkey,,
186,Tuz Golu (238203330+238403320),33.5,38.5,Turkey,,
187,Bakir�ay D.,,,Turkey,,
188,Balikdami,,,Turkey,,
189,�es.  / Ala�ati,,,Turkey,,
190,��l L.,,,Turkey,,
191,Finike / Ant.,,,Turkey,,
192,Gavur L.,,,Turkey,,
193,Igdir Pla.,,,Turkey,,
194,Izmir Bay,,,Turkey,,
195,K. Mend. D.,,,Turkey,,
196,K.�ren D.,,,Turkey,,
197,Karakuyu Ma.,,,Turkey,,
198,Kocag�l,,,Turkey,,
199,Pat. / Ova.G.,,,Turkey,,
200,Porsuk D.,37.816665649414063,40.849998474121094,Turkey,,
201,Selevir D.,30.683332443237305,38.5,Turkey,,
202,S�l�ng�r,28.646110534667969,36.787223815917969,Turkey,,
203,The Bosphorus,,,Turkey,,
204,Tuzla / Ayvalik,,,Turkey,,
205,Kirov Bay,48.950000762939453,39.080001831054687,Azerbaijan,,
206,Kyzyl-Agach Reservation,49,39.169998168945313,Azerbaijan,,
207,Big Kyzyl-Agach Bay,49,39.169998168945313,Azerbaijan,,
208,Little Kyzyl-Agach Bay,49,39.169998168945313,Azerbaijan,,
209,Narimanabad Coast,49,39.169998168945313,Azerbaijan,,
210,Kura River Estuary,49.333332061767578,39.333332061767578,Azerbaijan,,
211,Mahmud-Chala Lake (Third Chala),48.669998168945313,39.5,Azerbaijan,,
212,Shorgel (Shor Gol) Lakes,49.25,39.5,Azerbaijan,,
213,Caspian Coast: Coast & Lagoons At Gaya,49.333332061767578,39.5,Azerbaijan,,
214,Shirvan Reservation Lakes,49.169998168945313,39.669998168945313,Azerbaijan,,
215,Shirvan Reservation-Coastal Lagoon,49.830001831054688,39.669998168945313,Azerbaijan,,
216,Pirsagat & Los (Garasy) Isles,49.470001220703125,39.75,Azerbaijan,,
217,Caspian Coast: Alyat Bay And Cape,49.466667175292969,39.950000762939453,Azerbaijan,,
218,Aggel (Ah Gol) Lake,47.669998168945313,40.080001831054688,Azerbaijan,,
219,Aggyol And Boz-Koba Lakes,47.669998168945313,40.080001831054688,Azerbaijan,,
220,Sarysu Lake (Sarasuy),48.119998931884766,40.029998779296875,Azerbaijan,,
221,Little Lakes (5),48,40,Azerbaijan,,
222,Hagygabul Gyolu (Hadgegabol Lake),48.919998168945313,40,Azerbaijan,,
223,Caspian Coast: Baku-Bendovan Cape Baku Archipelago,49.516666412353516,40,Azerbaijan,,
224,Sangachal Cape,49.5,40.133335113525391,Azerbaijan,,
225,Caspian Coast: Buzovna,49.5,40,Azerbaijan,,
226,Jeiranbatan Reservoir,49.5,40,Azerbaijan,,
227,Caspian Coast: Baku Bay-Denizkanary,49.666667938232422,40,Azerbaijan,,
228,Mehman Lake,47.669998168945313,40.169998168945313,Azerbaijan,,
229,Sangachal Bay,49.483333587646484,40.166667938232422,Azerbaijan,,
230,Caspian Coast: Baku-Alat (Alyat),49.5,40.283332824707031,Azerbaijan,,
231,Caspian Coast: Bay To South Of Primorsk,49.583332061767578,40.200000762939453,Azerbaijan,,
232,Red Lake,49.666667938232422,40.299999237060547,Azerbaijan,,
233,Shah Cape (Shahova Kosa) Game Reserve,50.169998168945313,40.25,Azerbaijan,,
234,Shah Cape (Apsheron Peninsula),50.25,40.330001831054687,Azerbaijan,,
235,Shah Cape (Apsheron Archipelago Tara Islands),50.266666412353516,40.333332061767578,Azerbaijan,,
236,Caspian Coast: Baku-Shakdilli Spit,50.166667938232422,40.333332061767578,Azerbaijan,,
237,Pyrallahy Island,50.333332061767578,40.5,Azerbaijan,,
238,Shamkir-Dzeyoui River,46,40.833332061767578,Azerbaijan,,
239,Shamkir Reservoir: East End,46,40.833332061767578,Azerbaijan,,
240,Shamkir Reservoir: Zeyam River,46,40.833332061767578,Azerbaijan,,
241,Shamkir Reservoir: West End,46,40.833332061767578,Azerbaijan,,
242,Mingechaur Reservoir: West: South Bay,46.416667938232422,40.866664886474609,Azerbaijan,,
243,Varvara Water Reservoir,47.083332061767578,40.849998474121094,Azerbaijan,,
244,Mingechaur Reservoir: East End,47.166667938232422,40.833332061767578,Azerbaijan,,
245,Sashma Island,49.583332061767578,40.833332061767578,Azerbaijan,,
246,Kura River: Upstream Of Mingechaur Reservoir,45.75,41,Azerbaijan,,
247,Mingechaur Reservoir: West: Gabirri River,46.483333587646484,41.049999237060547,Azerbaijan,,
248,Mingechaur Reservoir: West End,46.5,41,Azerbaijan,,
249,Mingechaur Reservoir: West: North Bay,46.5,41.083332061767578,Azerbaijan,,
250,Lakes Near Mingechaur Reservoir,46.75,41,Azerbaijan,,
251,Agynohur Lake,47,41,Azerbaijan,,
252,Lake Near Akstafa,45.5,41.166667938232422,Azerbaijan,,
253,Devechi Liman (Agzybic Lake),49.080001831054687,41.25,Azerbaijan,,
254,Caspian Coast: Sumgayit-Northern Border,49.083332061767578,41.200000762939453,Azerbaijan,,
255,Mazandargyol Lake,45.25,41.416667938232422,Azerbaijan,,
256,Jandari Lake (Djandargel),45.333332061767578,41.366664886474609,Azerbaijan,,
257,Mirzaladi Lake & Small Unnamed Lake,,,Azerbaijan,,
258,Bagrationovsk Lake,20.670000076293945,54.470001220703125,Russian Federation,,
259,Majskaja: Dolgorukowo,20.75,54.450000762939453,Russian Federation,,
260,Dolgorukowo Lake,20.75,54.470001220703125,Russian Federation,,
261,Lava: Pravdinsk,21,54.479999542236328,Russian Federation,,
262,Baltic Sea: Poland-Jantarnij,19.920000076293945,54.669998168945313,Russian Federation,,
263,Kaliningrad Part Of Vistula Lagoon,20.079999923706055,54.75,Russian Federation,,
264,Nizneye Lake. Kaliningrad,20.5,54.669998168945313,Russian Federation,,
265,Verhneye Lake. Kaliningrad,20.5,54.669998168945313,Russian Federation,,
266,Pregolja: Kaliningrad,20.5,54.669998168945313,Russian Federation,,
267,Kaliningrad Port Freshwater Lake,20.469999313354492,54.650001525878906,Russian Federation,,
268,Kaliningrad University Lake,20.5,54.680000305175781,Russian Federation,,
269,Kolosovka Lake,20.450000762939453,54.75,Russian Federation,,
270,Svetlogorsk. At Sea,20.149999618530273,54.930000305175781,Russian Federation,,
271,Jantarniji. At Sea,20.049999237060547,54.869998931884766,Russian Federation,,
272,Pionerskiji. At Sea,20.200000762939453,54.919998168945313,Russian Federation,,
273,Baltic Sea: Jantarnij-Zelenogradsk,20.170000076293945,54.880001068115234,Russian Federation,,
274,Dejma: Polessk,21.030000686645508,54.830001831054687,Russian Federation,,
275,Kaliningrad Part Of Kursiu Bay,21.049999237060547,54.849998474121094,Russian Federation,,
276,Coast (255002020. 254502000 / 1; 254502010),20.329999923706055,55,Russian Federation,,
277,Zelenogradsk. At Sea,20.469999313354492,54.950000762939453,Russian Federation,,
278,Baltic Sea: Zelenogradsk-Lithuania,20.729999542236328,55.049999237060547,Russian Federation,,
279,Armash Fishfarm,44.759998321533203,39.759998321533203,Armenia,,
280,Khorvirap Marshes,44.340000152587891,39.529998779296875,Armenia,,
281,Metsamor River System,44.310001373291016,40.069999694824219,Armenia,,
282,Sevan National Park/Lake Sevan,45.380001068115234,40.330001831054687,Armenia,,
283,Qattine,36.669998168945313,34.5,Syrian Arab Republic,,
284,Al-Rastan Dam,36.729999542236328,34.930000305175781,Syrian Arab Republic,,
285,Lake 20Km N. Of Homs,36.830001831054687,34.830001831054687,Syrian Arab Republic,,
286,Maharda Dam,36.669998168945313,35.25,Syrian Arab Republic,,
287,Euphrates River(El Raqqa-Deir El Zor),40.169998168945313,35.419998168945313,Syrian Arab Republic,,
288,Halabihie & Zalabihie,40,35.650001525878906,Syrian Arab Republic,,
289,Al-Assad Lake,38.25,35.919998168945313,Syrian Arab Republic,,
290,Jabboul,37.5,36.080001831054687,Syrian Arab Republic,,
291,Hawijeht Al-Mayazien,40,36,Syrian Arab Republic,,
292,Shumayti-Yah,40.169998168945313,36,Syrian Arab Republic,,
293,Al-Houl (Khatoniehe) Lake,41.299999237060547,36.430000305175781,Syrian Arab Republic,,
294,Cabahah,37.419998168945313,36.580001831054687,Syrian Arab Republic,,
295,Ali Bajiliyah,39,36.5,Syrian Arab Republic,,
296,Wadi Er Radd,41.5,36.919998168945313,Syrian Arab Republic,,
297,Geisellauf Beuna Gotthardtteich,11.96660041809082,51.353298187255859,Germany,,
298,Saale (Stra�enbr. Schkopau-M�ndung Wei�e Elster),11.98330020904541,51.436599731445313,Germany,,
299,Saale (M�ndung Wei�e Elster-Ka�ler Bahn),11.949999809265137,51.470001220703125,Germany,,
300,Saale (Ka�ler Bahn- Trotha Einschl. Kanal),11.966699600219727,51.486598968505859,Germany,,
301,Neue Elsterflutrinne Ermlitz-D�llnitz,12,51.419998168945313,Germany,,
302,Luppe (Z�schen-Luppenau),12.066699981689453,51.386600494384766,Germany,,
303,Tonschacht Und Kiesgruben Bei Wallendorf,12.08329963684082,51.386600494384766,Germany,,
304,Bergbausenkungsgebiet Bei Gr�bers,12.100000381469727,51.436599731445313,Germany,,
305,Elbe Km 114-126 / Strehla - M�hlberg,13.230400085449219,51.396900177001953,Germany,,
306,Grubenrestseen Um Lauchhammer,13.783699989318848,51.470001220703125,Germany,,
307,Teichgebiet Stra�gr�bchen-Gro�grabe,14.05049991607666,51.353298187255859,Germany,,
308,Oman Sea Coast Bandar Abbas - Minab: Khor Tiab And Khor Kolahy (N,56.830001831054688,27.030000686645508,Iran,,
309,Bampur River,60.533000946044922,27.083000183105469,Iran,,
310,Djazmoorian Plains And Marshes,60.333000183105469,28.75,Iran,,
311,Persian Gulf Coast (Bushehr): Nayband Bay,52.666999816894531,27.399999618530273,Iran,,
312,Shahr Pir & Ezadkhast (Near Lar),54.25,27.670000076293945,Iran,,
313,Doshok Marshes,54,28,Iran,,
314,Harm Lake Complex: Harm Lake,53.5,28.166999816894531,Iran,,
315,Tabuk No 1 (Military) Lagoon,36.630001068115234,28.370000839233398,Saudi Arabia,,
316,Farg Abshour,54.549999237060547,28.75,Iran,,
317,Persian Gulf Coast (Bushehr): Bushehr-Mond Protected Region,51,28.829999923706055,Iran,,
318,Helleh River: Jazireh Shif,50.5,29.579999923706055,Iran,,
319,Ras Kazimah,47.75,29.399999618530273,Kuwait,,
320,Helleh River: Consolidation,50.625,29.354999542236328,Iran,,
321,Maharloo Lake,52.799999237060547,29.5,Iran,,
322,Kafeh Larestan And Surroundings,53.900001525878906,29.469999313354492,Iran,,
323,Dasht-E-Arjan Marsh,51.983001708984375,29.617000579833984,Iran,,
324,Bakhtegan & Tashk Lakes,53.617000579833984,29.566999435424805,Iran,,
325,Barragem De Meimoa,-7.1700000762939453,40.229999542236328,Portugal,,
326,Lagoa Das Bracas,-8.8199996948242187,40.220001220703125,Portugal,,
327,Lagoa Dos Teixoeiros,-8.8299999237060547,40.330001831054687,Portugal,,
328,Lagoa Do Mar (Mira),-9.25,40.419998168945313,Portugal,,
329,Aviero,-8.5699996948242187,40.650001525878906,Portugal,,
330,Plage D'Ovar,-8.6999998092651367,40.830001831054687,Portugal,,
331,Plage De Granja,-8.6999998092651367,41.020000457763672,Portugal,,
332,Estu�rio Do Minho,,,Portugal,,
333,Estu�rio Do Minho,-8.8299999237060547,41.919998168945313,Portugal,,
334,Barragem De Tourem,-7.8499999046325684,41.919998168945313,Portugal,,
335,R�s�rve De Chasse De St. Martin De Seignanx,-1.2153999805450439,43.618000030517578,France,,
336,Bassin D'Arcachon,-1.1299999952316284,44.669998168945313,France,,
337,Marais De Bordeaux,-0.57099997997283936,44.971000671386719,France,,
338,Littoral Oceanique: Loire �  Gironde,-1.9421000480651855,46.359001159667969,France,,
339,Etang De Carcans-Hourtin,-1.1000000238418579,45.209999084472656,France,,
340,Marais De Blayais,-0.68000000715255737,45.257999420166016,France,,
341,Marais De Pampin � Mortagne,-0.79600000381469727,45.476100921630859,France,,
342,Autres S�tes- 17 Charente Maritime,-0.63333332538604736,45.733333587646484,France,,
343,R�s�rve Naturelle De Moeze (Charente-Seudre),-1.1399999856948853,45.830001831054688,France,,
344,C�tes Nord Et Ouest De L'Ile D'Oleron,-1.4887000322341919,45.953998565673828,France,,
345,Baie D'Aytr� - Pointe De Roux - Pointe Des Minimes - Port Neuf,-1.1332999467849731,46.117000579833984,France,,
346,R�s�rve Naturelle De St. Denis Du Payre,-1.1890000104904175,46.405998229980469,France,,
347,Marais Breton,-1.9953999519348145,46.970001220703125,France,,
348,Velenje-Jezera,15.050000190734863,46.369998931884766,Slovenia,,
349,Drava: Ptuj,15.850000381469727,46.419998168945313,Slovenia,,
350,Drava: Lovrecan,16.079999923706055,46.369998931884766,Croatia,,
351,Drava: Varazdin (Cakovec),16.350000381469727,46.330001831054688,Croatia,,
352,Drava:,16.479999542236328,46.330001831054688,Croatia,,
353,Nagyberki Halastavak,18.066667556762695,46.333332061767578,Hungary,,
354,Bikali Halasto,18.283332824707031,46.349998474121094,Hungary,,
355,Duna 3: Szekszard,18.733333587646484,46.333332061767578,Hungary,,
356,Duna 3: Fajsz,18.866666793823242,46.333332061767578,Hungary,,
357,Duna 3: Bogyiszlo,18.866666793823242,46.333332061767578,Hungary,,
358,Tisza 2: Martely Tk,20.149999618530273,46.416667938232422,Hungary,,
359,Doc-Balastya,20.016666412353516,46.416667938232422,Hungary,,
360,Tisza: Tape-Vesszos,20.149999618530273,46.333332061767578,Hungary,,
361,Szeged. Boszorkany Szg.,20.149999618530273,46.333332061767578,Hungary,,
362,Tisza: Anyasi Hottag,20.149999618530273,46.416667938232422,Hungary,,
363,Keutschacher See,14.149999618530273,46.520000457763672,Austria,,
364,Drava: Maribor,15.579999923706055,46.520000457763672,Slovenia,,
365,Drava: Maribor,15.720000267028809,46.520000457763672,Slovenia,,
366,Duna 3: Madocsa-Paks,18.983333587646484,46.599998474121094,Hungary,,
367,Balaton: Balatonszepezd,17.666666030883789,46.866664886474609,Hungary,,
368,Siofok Halasto,17.933332443237305,46.866664886474609,Hungary,,
369,Balaton: Zamardi,17.933332443237305,46.866664886474609,Hungary,,
370,Balaton: Siofok (Hajoallomas),18.049999237060547,46.866664886474609,Hungary,,
371,Sarbogard Halasto,18.583333969116211,46.866664886474609,Hungary,,
372,Sarszentagota Szikes Tavak,18.566667556762695,46.933334350585938,Hungary,,
373,Sarkeresztur Halasto,18.566667556762695,46.933334350585938,Hungary,,
374,Korostarcsa. Gacshati Halastavak,21.066667556762695,46.900001525878906,Hungary,,
